raw_name,canonical_name,entity_type,source,resolution_method
dimensions,dimensions,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
crisp,crisp,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
tawkto,tawkto,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
aisera,aisera,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
aircall,aircall,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
nice,nice,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
dixa,dixa,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
freshworks,freshworks,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
sisense,sisense,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
hex,hex,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
reamaze,reamaze,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
zendesk,zendesk,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
akkio,akkio,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
alteryx,alteryx,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
datawrapper,datawrapper,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
rowsyournewaidataanalyst,rowsyournewaidataanalyst,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
remote,remote,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
workday,workday,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
lever,lever,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
ashby,ashby,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
bamboohr,bamboohr,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
recruiterflow,recruiterflow,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
googlelens,googlelens,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
photomath,photomath,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
coursera,coursera,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
teachable,teachable,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
podia,podia,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
buoyhealth,buoyhealth,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
numerionlabs,numerionlabs,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
paigeai,paigeai,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
deepgenomics,deepgenomics,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
headspace,headspace,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
woebothealth,woebothealth,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
wysaeverydaymentalhealth,wysaeverydaymentalhealth,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
apple,apple,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
ouraring,ouraring,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
harvey,harvey,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
ironclad,ironclad,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
lexisnexis,lexisnexis,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
gavel,gavel,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
lexisnexis,lexisnexis,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
alpacamarkets,alpacamarkets,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
numerai,numerai,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
alphasense,alphasense,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
brex,brex,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
plaid,plaid,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
alphasimplexgroup,alphasimplexgroup,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
mailchimp,mailchimp,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
jacquard,jacquard,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
insiderone,insiderone,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
optimizely,optimizely,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
klue,klue,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
mention,mention,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
mangools,mangools,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
vidyard,vidyard,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
gongrevenueaios,gongrevenueaios,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
regieai,regieai,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
obsidian,obsidian,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
moengage,moengage,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
notion,notion,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
pipedrive,pipedrive,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
zapier,zapier,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
mondaycom,mondaycom,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
asana,asana,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
flexibits,flexibits,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
smartsheet,smartsheet,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
shortwave,shortwave,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
workato,workato,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
typeform,typeform,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
taskade,taskade,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
textexpander,textexpander,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
statista,statista,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
humata,humata,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
text,text,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
kayako,kayako,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
tidio,tidio,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
five9,five9,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
yellowai,yellowai,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
amazonwebservices,amazonwebservices,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
thelenspatentandscholarlysearchandanalysis,thelenspatentandscholarlysearchandanalysis,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
thoughtspot,thoughtspot,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
flourish,flourish,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
googlecloud,googlecloud,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
zams,zams,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
strategy,strategy,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
dataiku,dataiku,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
rippling,rippling,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
amplitude,amplitude,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
harver,harver,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
edx,edx,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
atlassian,atlassian,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
workable,workable,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
squirrelai,squirrelai,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
googleforhealth,googleforhealth,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
regard,regard,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
googlestore,googlestore,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
thomsonreuters,thomsonreuters,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
litera,litera,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
avature,avature,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
cloudnativeediscoverysoftwareeverlaw,cloudnativeediscoverysoftwareeverlaw,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
legalzoom,legalzoom,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
relativity,relativity,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
donotpay,donotpay,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
ebrevia,ebrevia,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
betterment,betterment,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
josef,josef,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
stripe,stripe,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
tipalti,tipalti,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
freshbooks,freshbooks,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
runway,runway,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
expensify,expensify,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
quantexa,quantexa,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
yotpo,yotpo,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
pixelcut,pixelcut,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
syte,syte,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
landr,landr,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
activecampaign,activecampaign,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
alberttechnologies,alberttechnologies,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
adzoomablog,adzoomablog,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
iterable,iterable,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
drip,drip,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
salesforce,salesforce,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
rankmath,rankmath,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
buzzsumocom,buzzsumocom,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
hubspot,hubspot,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
outreach,outreach,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
neuronwriter,neuronwriter,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
omnisend,omnisend,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
serpstat,serpstat,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
salesforce,salesforce,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
webengage,webengage,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
loom,loom,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
leadiq,leadiq,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
screamingfrog,screamingfrog,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
calendly,calendly,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
capacities,capacities,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
craftdocs,craftdocs,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
ifttt,ifttt,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
freshworks,freshworks,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
basecamp,basecamp,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
hive,hive,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
shortcut,shortcut,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
tally,tally,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
sanebox,sanebox,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
irisai,irisai,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
trinkaai,trinkaai,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
paperdigest,paperdigest,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
forethought,forethought,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
voiceflow,voiceflow,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
googlecloud,googlecloud,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
genesyscloud,genesyscloud,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
qlik,qlik,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
polymer,polymer,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
pecanai,pecanai,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
fullstory,fullstory,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
dominodatalab,dominodatalab,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
eightfold,eightfold,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
smartrecruiters,smartrecruiters,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
icims,icims,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
kahoot,kahoot,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
remnote,remnote,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
fetcheraicandidatesourcingtoolsforrecruiters,fetcheraicandidatesourcingtoolsforrecruiters,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
edpuzzle,edpuzzle,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
nearpod,nearpod,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
explaineverything,explaineverything,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
infermedica,infermedica,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
learnworlds,learnworlds,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
freenome,freenome,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
abridge,abridge,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
aidocclinicalai,aidocclinicalai,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
sukiai,sukiai,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
microsoftresearch,microsoftresearch,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
vlex,vlex,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
spotdraft,spotdraft,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
kenshospglobalsaiengineenterprisedataretrieval,kenshospglobalsaiengineenterprisedataretrieval,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
workday,workday,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
nanox,nanox,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
wave,wave,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
cube,cube,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
visible,visible,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
angellist,angellist,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
liveplan,liveplan,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
semrush,semrush,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
klaviyo,klaviyo,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
seventhsense,seventhsense,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
seranking,seranking,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
customerioaipoweredcustomerengagementplatform,customerioaipoweredcustomerengagementplatform,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
clevertap,clevertap,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
elaiio,elaiio,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
chatfuel,chatfuel,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
writerzen,writerzen,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
meltwater,meltwater,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
apolloio,apolloio,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
clari,clari,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
close,close,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
roamresearch,roamresearch,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
tana,tana,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
nutshell,nutshell,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
trayai,trayai,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
parabola,parabola,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
clickup,clickup,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
atlassian,atlassian,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
front,front,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
tango,tango,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
magical,magical,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
jotform,jotform,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
teamworkcom,teamworkcom,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
endnote,endnote,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
pubmed,pubmed,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
kustomer,kustomer,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
screenpal,screenpal,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
zendesk,zendesk,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
talkdesk,talkdesk,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
replicant,replicant,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
text,text,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
gladly,gladly,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
datarobot,datarobot,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
deepnote,deepnote,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
heap,heap,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
siemens,siemens,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
hirevue,hirevue,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
oyster,oyster,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
textio,textio,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
seekout,seekout,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
duolingo,duolingo,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
ada,ada,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
benevolentaiamsbai,benevolentaiamsbai,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
phenom,phenom,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
vizaitheprovenaipoweredcarecoordinationplatform,vizaitheprovenaipoweredcarecoordinationplatform,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
nvidia,nvidia,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
luminancelegalgradetmai,luminancelegalgradetmai,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
qventus,qventus,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
square,square,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
pilot,pilot,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
xero,xero,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
venasolutions,venasolutions,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
avalara,avalara,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
chargebee,chargebee,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
recurly,recurly,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
searchspring,searchspring,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
algolia,algolia,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
okendopty,okendopty,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
copysmith,copysmith,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
describely,describely,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
route,route,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
bloomreach,bloomreach,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
helium10,helium10,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
weglottranslateyourwebsiteinstantly,weglottranslateyourwebsiteinstantly,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
lingvanex,lingvanex,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
phrase,phrase,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
textunited,textunited,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
anaplan,anaplan,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
nosto,nosto,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
amazonwebservices,amazonwebservices,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
naverpapago,naverpapago,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
transifex,transifex,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
lokalise,lokalise,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
crowdstrike,crowdstrike,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
sentinelone,sentinelone,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
vectraai,vectraai,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
pentera,pentera,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
hackerone,hackerone,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
vividlandscapestodetailedcharacterportraits,vividlandscapestodetailedcharacterportraits,PRODUCT_STARTUP,AITopTools,normalized_exact
images,images,PRODUCT_STARTUP,AITopTools,normalized_exact
users,users,PRODUCT_STARTUP,AITopTools,normalized_exact
attackontitans,attackontitans,PRODUCT_STARTUP,AITopTools,normalized_exact
users,users,PRODUCT_STARTUP,AITopTools,normalized_exact
wundercorpthathelpsbuildersandteamscreate,wundercorpthathelpsbuildersandteamscreate,PRODUCT_STARTUP,AITopTools,normalized_exact
confinancepaidexantexpleaselogintoaddinbookmark,confinancepaidexantexpleaselogintoaddinbookmark,PRODUCT_STARTUP,AITopTools,normalized_exact
thepastinaninteractiveandengagingmanner,thepastinaninteractiveandengagingmanner,PRODUCT_STARTUP,AITopTools,normalized_exact
yourworklife,yourworklife,PRODUCT_STARTUP,AITopTools,normalized_exact
users,users,PRODUCT_STARTUP,AITopTools,normalized_exact
thecrowd,thecrowd,PRODUCT_STARTUP,AITopTools,normalized_exact
users,users,PRODUCT_STARTUP,AITopTools,normalized_exact
themessagemenu,themessagemenu,PRODUCT_STARTUP,AITopTools,normalized_exact
traditionaltattoostomoreintricatedesigns,traditionaltattoostomoreintricatedesigns,PRODUCT_STARTUP,AITopTools,normalized_exact
uniquedesigns,uniquedesigns,PRODUCT_STARTUP,AITopTools,normalized_exact
users,users,PRODUCT_STARTUP,AITopTools,normalized_exact
